id_cliente,nombre,edad,ciudad,ingresos,city_normal
444,Spenser Chomicki,27,Córdoba,40968.67,Cordoba
445,Tremayne Khoter,54,Rosario,35552.3,Rosario
446,Gillan St. Hill,29,Mar del Plata,52757.36,Mar del Plata
447,Louise Bellwood,47,Bahía Blanca,59845.2,Bahia Blanca
448,Nanny Bakesef,39,Corrientes,23698.01,Corrientes
449,Tadeas Millwater,35,Corrientes,39688.56,Corrientes
450,Donaugh Pickervance,34,Bahía Blanca,64559.51,Bahia Blanca
451,Tomas Willgress,32,Mar del Plata,34379.06,Mar del Plata
452,Dmitri Lucas,27,Bahía Blanca,50291.04,Bahia Blanca
453,Vernon Cristou,31,San Miguel de Tucumán,18793.82,San Miguel de Tucuman
454,Anabelle Featenby,30,Mar del Plata,45631.68,Mar del Plata
455,Dreddy Lapenna,51,Merlo,36234.75,Merlo
456,Blaine Calow,35,Córdoba,5095.26,Cordoba
457,Brigitta Reddoch,53,Mar del Plata,71570.89,Mar del Plata
458,Janenna Tuminini,28,Buenos Aires,22903.36,Buenos Aires
459,Alethea Jacobovitz,28,Buenos Aires,54011.29,Buenos Aires
460,Mavis Enos,50,Buenos Aires,49773.65,Buenos Aires
461,Pepi Bart,33,Buenos Aires,24099.98,Buenos Aires
462,Cherilynn Inch,29,Salta,19754.23,Salta
463,Caitrin Hender,29,Córdoba,48782.53,Cordoba
464,Zollie McAulay,53,Corrientes,40044.68,Corrientes
465,Priscilla Durand,31,Corrientes,13924.5,Corrientes
466,Goraud Membry,29,Merlo,35624.46,Merlo
467,Felipe O'Hallagan,31,Corrientes,32928.99,Corrientes
468,Corine Lambrook,29,Santa Fe,42288.95,Santa Fe
469,Constancy Smullen,41,Rosario,51063.05,Rosario
470,Saudra Matei,30,Rosario,32848.75,Rosario
471,Briant Shayes,28,Resistencia,32428.68,Resistencia
472,Otho Lambden,29,Santa Fe,35394.54,Santa Fe
473,Dollie O'Roan,25,Resistencia,51350.49,Resistencia
474,Oswald Pinel,42,Merlo,61449.61,Merlo
475,Vanni Midghall,32,Córdoba,41543.42,Cordoba
476,Pippy Kubatsch,26,Corrientes,39103.22,Corrientes
477,Ashbey Wastall,28,Posadas,44442.16,Posadas
478,Raul Arnoud,35,Corrientes,35105.54,Corrientes
479,Jayne Liverseege,42,Corrientes,51975.27,Corrientes
480,Karel Billingham,27,Buenos Aires,24518.71,Buenos Aires
481,Denver Guihen,30,San Miguel de Tucumán,26901.81,San Miguel de Tucuman
482,Sauncho Ings,22,Córdoba,39160.37,Cordoba
483,Belinda Kenner,41,Posadas,35624.46,Posadas
484,Eugen Burke,36,Santa Fe,50349.56,Santa Fe
485,Den Warriner,50,Posadas,36725.7,Posadas
486,Kerwinn Ledur,52,Resistencia,32513.26,Resistencia
487,Bambi Ingleson,32,Santa Fe,31017.57,Santa Fe
488,Levin Oats,43,San Miguel de Tucumán,37622.33,San Miguel de Tucuman
489,Emmott Thomasset,43,Merlo,43436.96,Merlo
490,Josiah Gabits,31,Mar del Plata,17518.23,Mar del Plata
491,Hayyim Theml,28,Córdoba,5239.78,Cordoba
492,Kora Dowbiggin,31,Buenos Aires,34710.4,Buenos Aires
493,Lu Augar,45,Rosario,27918.94,Rosario
494,Reilly Brooksby,39,Mar del Plata,38595.89,Mar del Plata
495,Karol Bickerstasse,40,Bahía Blanca,23569.13,Bahia Blanca
496,Orrin Schooley,43,Bahía Blanca,22716.25,Bahia Blanca
497,Cloris Dixson,33,Rosario,22369.56,Rosario
498,Somerset Flanaghan,31,Mar del Plata,35099.03,Mar del Plata
499,Erinn Kemmis,23,Bahía Blanca,46672.8,Bahia Blanca
500,Gunar Antonio,40,San Miguel de Tucumán,58970.48,San Miguel de Tucuman
501,Ethelind Hughson,30,Salta,39947.65,Salta
502,Lisle Alenin,50,Resistencia,22237.14,Resistencia
503,Edi Schankelborg,40,Resistencia,42960.42,Resistencia
504,Rahal Tryme,50,Corrientes,45752.01,Corrientes
505,Cassaundra Bosnell,24,Posadas,27235.53,Posadas
506,Fons Carmel,54,Mar del Plata,46405.04,Mar del Plata
507,Dennie Lazarus,67,Corrientes,41137.28,Corrientes
508,Kalvin Lamperti,22,Mar del Plata,41176.37,Mar del Plata
509,Augusto Rosenstock,40,Córdoba,22912.48,Cordoba
510,Anabelle Rundall,51,Bahía Blanca,36097.06,Bahia Blanca
511,Trip Huntall,40,Rosario,40645.8,Rosario
512,Sib Breckon,39,Córdoba,36003.94,Cordoba
513,Brian Longland,24,Posadas,16211.05,Posadas
514,Pier Lutwidge,45,Rosario,19157.59,Rosario
515,Benni Charge,23,Mar del Plata,32846.17,Mar del Plata
516,Marina Meekin,20,Córdoba,6844.43,Cordoba
517,Emily Whitebread,53,Bahía Blanca,36408.87,Bahia Blanca
518,Ferdinanda Hicks,41,Rosario,37667.75,Rosario
519,Iona Melloy,58,San Miguel de Tucumán,41664.09,San Miguel de Tucuman
520,Aarika Brehat,38,San Miguel de Tucumán,35066.83,San Miguel de Tucuman
521,Anselm Sabati,38,Posadas,32676.69,Posadas
522,Lucina Screech,53,San Miguel de Tucumán,17044.92,San Miguel de Tucuman
523,Pet Gotcliff,41,Posadas,47602.46,Posadas
524,Arin Mulhall,37,Rosario,27253.03,Rosario
525,Mirelle Maior,23,San Miguel de Tucumán,31378.7,San Miguel de Tucuman
526,Frederic Quincey,28,Resistencia,44288.9,Resistencia
527,Tony Haresnape,48,Resistencia,37240.07,Resistencia
528,Krystyna Maddin,38,Posadas,34951.25,Posadas
529,Lennard Wones,45,Rosario,48619.62,Rosario
530,Alicea Clow,34,Bahía Blanca,24703.65,Bahia Blanca
531,Shawn Riply,39,San Miguel de Tucumán,28787.81,San Miguel de Tucuman
532,Matelda Pearn,40,Bahía Blanca,35394.54,Bahia Blanca
533,Aura Dicey,37,Posadas,36779.95,Posadas
534,Graham Cuthbertson,36,Resistencia,48565.08,Resistencia
535,Clarey Roglieri,27,Merlo,25404.19,Merlo
536,Leticia Armes,70,Rosario,18073.59,Rosario
537,Aidan Leavens,62,Merlo,23764.19,Merlo
538,Gerda Witherington,25,Bahía Blanca,17630.01,Bahia Blanca
539,Rhonda Kilmary,38,Bahía Blanca,33658.99,Bahia Blanca
540,Pepillo Dowsett,40,San Miguel de Tucumán,21811.51,San Miguel de Tucuman
541,Farand Seres,45,Rosario,19513.68,Rosario
542,Leilah Lepope,58,Corrientes,47595.73,Corrientes
543,Tony Povey,33,Salta,24339.06,Salta
544,Cosette Donaher,30,Merlo,18548.7,Merlo
545,Ali Roxbee,42,Santa Fe,24304.31,Santa Fe
546,Roseline L'oiseau,39,Corrientes,44987.46,Corrientes
547,Hammad Parnaby,34,Buenos Aires,36401.85,Buenos Aires
548,Jilleen Francklin,22,Rosario,49171.72,Rosario
549,Clywd Dimic,26,Corrientes,28118.15,Corrientes
550,Micah Philippsohn,38,Salta,27551.34,Salta
551,Kahaleel Janczyk,29,Mar del Plata,24640.14,Mar del Plata
552,Tandy Guyot,27,Posadas,41698.13,Posadas
553,Estevan Warricker,39,Merlo,40241.31,Merlo
554,Suzann Doel,34,Bahía Blanca,33293.27,Bahia Blanca
555,Dorree Hassen,42,Buenos Aires,36866.66,Buenos Aires
556,Bram Corps,48,Santa Fe,28839.22,Santa Fe
557,George Millberg,29,Santa Fe,28030.93,Santa Fe
558,Ulrikaumeko Silber,52,Resistencia,21856.55,Resistencia
559,Kelci Arnull,35,Mar del Plata,16075.79,Mar del Plata
560,Woody Scourfield,31,Salta,29740.16,Salta
561,Freedman Martinelli,28,San Miguel de Tucumán,49500.44,San Miguel de Tucuman
562,Lyda Thoresby,34,Salta,22497.01,Salta
563,Dione Forsyde,29,Posadas,26757.73,Posadas
564,Fleming Gow,39,Santa Fe,43674.96,Santa Fe
565,Jewelle Mabbett,33,Córdoba,30522.64,Cordoba
566,Lauri Munns,23,Resistencia,31259.14,Resistencia
567,Micah Matis,31,Corrientes,42927.86,Corrientes
